Datetime,temperature_c,relative_humidity_pct,cooling_degree_days,heating_degree_days
2014-12-21 07:00:00,3.21,65.5,0.0,14.79
2014-12-21 08:00:00,4.23,77.5,0.0,13.77
2014-12-21 09:00:00,8.17,75.0,0.0,9.83
2014-12-21 10:00:00,6.43,65.2,0.0,11.57
2014-12-21 11:00:00,5.63,64.0,0.0,12.37
2014-12-21 12:00:00,9.7,60.5,0.0,8.3
2014-12-21 13:00:00,13.52,69.4,0.0,4.48
2014-12-21 14:00:00,8.49,63.9,0.0,9.51
2014-12-21 15:00:00,9.85,63.4,0.0,8.15
2014-12-21 16:00:00,11.07,60.7,0.0,6.93
2014-12-21 17:00:00,9.67,73.0,0.0,8.33
2014-12-21 18:00:00,7.12,62.6,0.0,10.88
2014-12-21 19:00:00,9.77,67.6,0.0,8.23
2014-12-21 20:00:00,10.6,69.6,0.0,7.4
2014-12-21 21:00:00,5.36,68.4,0.0,12.64
2014-12-21 22:00:00,1.95,68.9,0.0,16.05
2014-12-21 23:00:00,-0.54,71.0,0.0,18.54
2014-12-22 00:00:00,1.5,75.8,0.0,16.5
2014-12-22 01:00:00,2.15,72.9,0.0,15.85
2014-12-22 02:00:00,0.46,81.3,0.0,17.54
2014-12-22 03:00:00,-0.58,71.8,0.0,18.58
2014-12-22 04:00:00,-1.45,77.8,0.0,19.45
2014-12-22 05:00:00,-1.81,67.3,0.0,19.81
2014-12-22 06:00:00,2.54,70.4,0.0,15.46
2014-12-22 07:00:00,3.82,69.2,0.0,14.18
2014-12-22 08:00:00,0.72,66.9,0.0,17.28
2014-12-22 09:00:00,7.78,71.1,0.0,10.22
2014-12-22 10:00:00,7.38,68.3,0.0,10.62
2014-12-22 11:00:00,10.19,58.4,0.0,7.81
2014-12-22 12:00:00,6.4,74.5,0.0,11.6
2014-12-22 13:00:00,7.23,66.4,0.0,10.77
2014-12-22 14:00:00,9.97,65.2,0.0,8.03
2014-12-22 15:00:00,11.33,70.3,0.0,6.67
2014-12-22 16:00:00,13.47,69.2,0.0,4.53
2014-12-22 17:00:00,10.96,64.5,0.0,7.04
2014-12-22 18:00:00,8.37,58.7,0.0,9.63
2014-12-22 19:00:00,5.82,69.8,0.0,12.18
2014-12-22 20:00:00,8.56,64.9,0.0,9.44
2014-12-22 21:00:00,3.19,75.0,0.0,14.81
2014-12-22 22:00:00,6.43,68.2,0.0,11.57
2014-12-22 23:00:00,1.66,70.7,0.0,16.34
2014-12-23 00:00:00,3.82,68.1,0.0,14.18
2014-12-23 01:00:00,1.3,69.2,0.0,16.7
2014-12-23 02:00:00,-0.71,74.3,0.0,18.71
2014-12-23 03:00:00,-1.59,74.1,0.0,19.59
2014-12-23 04:00:00,-1.08,72.9,0.0,19.08
2014-12-23 05:00:00,0.85,82.5,0.0,17.15
2014-12-23 06:00:00,1.09,75.9,0.0,16.91
2014-12-23 07:00:00,1.03,72.5,0.0,16.97
2014-12-23 08:00:00,3.12,60.3,0.0,14.88
2014-12-23 09:00:00,4.99,73.3,0.0,13.01
2014-12-23 10:00:00,2.44,80.7,0.0,15.56
2014-12-23 11:00:00,8.42,66.8,0.0,9.58
2014-12-23 12:00:00,6.97,63.3,0.0,11.03
2014-12-23 13:00:00,7.53,66.4,0.0,10.47
2014-12-23 14:00:00,7.12,59.5,0.0,10.88
2014-12-23 15:00:00,7.12,66.9,0.0,10.88
2014-12-23 16:00:00,7.72,71.2,0.0,10.28
2014-12-23 17:00:00,8.33,63.0,0.0,9.67
2014-12-23 18:00:00,12.25,63.9,0.0,5.75
2014-12-23 19:00:00,6.65,67.2,0.0,11.35
2014-12-23 20:00:00,6.59,66.7,0.0,11.41
2014-12-23 21:00:00,5.57,64.0,0.0,12.43
2014-12-23 22:00:00,3.66,69.7,0.0,14.34
2014-12-23 23:00:00,1.95,70.1,0.0,16.05
2014-12-24 00:00:00,-1.27,79.0,0.0,19.27
2014-12-24 01:00:00,2.62,78.9,0.0,15.38
2014-12-24 02:00:00,2.71,80.4,0.0,15.29
2014-12-24 03:00:00,-3.76,78.2,0.0,21.76
2014-12-24 04:00:00,-2.39,75.6,0.0,20.39
2014-12-24 05:00:00,-0.5,70.8,0.0,18.5
2014-12-24 06:00:00,-0.86,78.8,0.0,18.86
2014-12-24 07:00:00,2.93,73.9,0.0,15.07
2014-12-24 08:00:00,2.04,66.3,0.0,15.96
2014-12-24 09:00:00,8.67,66.3,0.0,9.33
2014-12-24 10:00:00,8.34,63.7,0.0,9.66
2014-12-24 11:00:00,7.9,59.3,0.0,10.1
2014-12-24 12:00:00,10.51,68.1,0.0,7.49
2014-12-24 13:00:00,11.52,60.8,0.0,6.48
2014-12-24 14:00:00,9.07,62.2,0.0,8.93
2014-12-24 15:00:00,8.8,65.2,0.0,9.2
2014-12-24 16:00:00,10.22,64.5,0.0,7.78
2014-12-24 17:00:00,11.08,62.9,0.0,6.92
2014-12-24 18:00:00,8.91,72.6,0.0,9.09
2014-12-24 19:00:00,4.68,61.4,0.0,13.32
2014-12-24 20:00:00,4.75,62.8,0.0,13.25
2014-12-24 21:00:00,4.64,71.8,0.0,13.36
2014-12-24 22:00:00,3.21,68.8,0.0,14.79
2014-12-24 23:00:00,5.57,69.8,0.0,12.43
2014-12-25 00:00:00,-1.68,69.2,0.0,19.68
2014-12-25 01:00:00,0.85,75.6,0.0,17.15
2014-12-25 02:00:00,2.07,75.7,0.0,15.93
2014-12-25 03:00:00,3.29,75.4,0.0,14.71
2014-12-25 04:00:00,-1.34,72.4,0.0,19.34
2014-12-25 05:00:00,0.82,71.3,0.0,17.18
2014-12-25 06:00:00,1.84,72.8,0.0,16.16
2014-12-25 07:00:00,2.3,76.3,0.0,15.7
2014-12-25 08:00:00,3.1,77.6,0.0,14.9
2014-12-25 09:00:00,5.48,74.4,0.0,12.52
2014-12-25 10:00:00,1.56,70.7,0.0,16.44
2014-12-25 11:00:00,8.68,71.5,0.0,9.32
2014-12-25 12:00:00,8.82,61.8,0.0,9.18
2014-12-25 13:00:00,9.06,62.9,0.0,8.94
2014-12-25 14:00:00,13.7,67.3,0.0,4.3
2014-12-25 15:00:00,8.98,64.6,0.0,9.02
2014-12-25 16:00:00,9.29,66.6,0.0,8.71
2014-12-25 17:00:00,13.05,69.6,0.0,4.95
2014-12-25 18:00:00,7.09,69.8,0.0,10.91
2014-12-25 19:00:00,6.46,63.2,0.0,11.54
2014-12-25 20:00:00,5.86,68.8,0.0,12.14
2014-12-25 21:00:00,6.21,66.3,0.0,11.79
2014-12-25 22:00:00,3.65,68.2,0.0,14.35
2014-12-25 23:00:00,-0.38,65.6,0.0,18.38
2014-12-26 00:00:00,-0.22,74.0,0.0,18.22
2014-12-26 01:00:00,-1.23,67.1,0.0,19.23
2014-12-26 02:00:00,-0.82,76.4,0.0,18.82
2014-12-26 03:00:00,-0.1,80.4,0.0,18.1
2014-12-26 04:00:00,0.07,76.9,0.0,17.93
2014-12-26 05:00:00,-3.33,74.5,0.0,21.33
2014-12-26 06:00:00,2.66,79.6,0.0,15.34
2014-12-26 07:00:00,2.34,73.8,0.0,15.66
2014-12-26 08:00:00,5.7,67.8,0.0,12.3
2014-12-26 09:00:00,5.43,70.5,0.0,12.57
2014-12-26 10:00:00,8.04,76.6,0.0,9.96
2014-12-26 11:00:00,8.22,63.2,0.0,9.78
2014-12-26 12:00:00,10.94,61.0,0.0,7.06
2014-12-26 13:00:00,10.33,68.2,0.0,7.67
2014-12-26 14:00:00,9.77,64.3,0.0,8.23
2014-12-26 15:00:00,14.22,62.9,0.0,3.78
2014-12-26 16:00:00,11.54,60.2,0.0,6.46
2014-12-26 17:00:00,10.43,57.9,0.0,7.57
2014-12-26 18:00:00,6.22,60.7,0.0,11.78
2014-12-26 19:00:00,5.06,74.0,0.0,12.94
2014-12-26 20:00:00,6.58,68.7,0.0,11.42
2014-12-26 21:00:00,4.89,62.2,0.0,13.11
2014-12-26 22:00:00,2.1,76.0,0.0,15.9
2014-12-26 23:00:00,2.13,77.4,0.0,15.87
2014-12-27 00:00:00,3.54,78.4,0.0,14.46
2014-12-27 01:00:00,1.06,72.6,0.0,16.94
2014-12-27 02:00:00,-2.8,73.7,0.0,20.8
2014-12-27 03:00:00,-1.13,75.5,0.0,19.13
2014-12-27 04:00:00,-2.19,80.4,0.0,20.19
2014-12-27 05:00:00,-0.89,72.1,0.0,18.89
2014-12-27 06:00:00,-0.07,70.5,0.0,18.07
2014-12-27 07:00:00,0.96,75.3,0.0,17.04
2014-12-27 08:00:00,0.88,76.1,0.0,17.12
2014-12-27 09:00:00,4.34,69.8,0.0,13.66
2014-12-27 10:00:00,4.98,71.4,0.0,13.02
2014-12-27 11:00:00,2.04,68.0,0.0,15.96
2014-12-27 12:00:00,12.15,65.5,0.0,5.85
2014-12-27 13:00:00,11.29,62.4,0.0,6.71
2014-12-27 14:00:00,9.2,60.6,0.0,8.8
2014-12-27 15:00:00,10.1,62.6,0.0,7.9
2014-12-27 16:00:00,7.77,61.3,0.0,10.23
2014-12-27 17:00:00,12.38,66.8,0.0,5.62
2014-12-27 18:00:00,11.87,71.4,0.0,6.13
2014-12-27 19:00:00,7.6,68.3,0.0,10.4
2014-12-27 20:00:00,7.83,65.0,0.0,10.17
2014-12-27 21:00:00,4.88,73.4,0.0,13.12
2014-12-27 22:00:00,0.74,72.5,0.0,17.26
2014-12-27 23:00:00,1.08,74.5,0.0,16.92
2014-12-28 00:00:00,0.85,71.4,0.0,17.15
2014-12-28 01:00:00,-1.08,78.8,0.0,19.08
2014-12-28 02:00:00,-1.2,79.3,0.0,19.2
2014-12-28 03:00:00,-1.16,74.2,0.0,19.16
2014-12-28 04:00:00,-0.95,77.7,0.0,18.95
2014-12-28 05:00:00,-0.16,78.7,0.0,18.16
2014-12-28 06:00:00,-1.29,71.6,0.0,19.29
2014-12-28 07:00:00,0.47,72.2,0.0,17.53
2014-12-28 08:00:00,0.77,71.6,0.0,17.23
2014-12-28 09:00:00,6.27,65.6,0.0,11.73
2014-12-28 10:00:00,2.14,70.5,0.0,15.86
2014-12-28 11:00:00,9.33,71.6,0.0,8.67
2014-12-28 12:00:00,10.89,65.9,0.0,7.11
2014-12-28 13:00:00,8.72,67.1,0.0,9.28
2014-12-28 14:00:00,5.13,70.8,0.0,12.87
2014-12-28 15:00:00,9.36,63.4,0.0,8.64
2014-12-28 16:00:00,9.7,66.7,0.0,8.3
2014-12-28 17:00:00,7.45,63.4,0.0,10.55
2014-12-28 18:00:00,7.47,64.1,0.0,10.53
2014-12-28 19:00:00,10.01,68.9,0.0,7.99
2014-12-28 20:00:00,7.13,69.7,0.0,10.87
2014-12-28 21:00:00,2.84,72.2,0.0,15.16
2014-12-28 22:00:00,0.21,71.6,0.0,17.79
2014-12-28 23:00:00,1.17,74.3,0.0,16.83
2014-12-29 00:00:00,0.17,80.2,0.0,17.83
2014-12-29 01:00:00,0.58,78.5,0.0,17.42
2014-12-29 02:00:00,-1.83,76.1,0.0,19.83
2014-12-29 03:00:00,-0.13,77.0,0.0,18.13
2014-12-29 04:00:00,2.62,73.6,0.0,15.38
2014-12-29 05:00:00,1.15,73.7,0.0,16.85
2014-12-29 06:00:00,0.47,75.5,0.0,17.53
2014-12-29 07:00:00,1.37,72.8,0.0,16.63
2014-12-29 08:00:00,2.38,74.5,0.0,15.62
2014-12-29 09:00:00,6.57,75.1,0.0,11.43
2014-12-29 10:00:00,4.74,68.3,0.0,13.26
2014-12-29 11:00:00,7.28,59.5,0.0,10.72
2014-12-29 12:00:00,8.43,74.6,0.0,9.57
2014-12-29 13:00:00,8.31,63.1,0.0,9.69
2014-12-29 14:00:00,7.29,66.0,0.0,10.71
2014-12-29 15:00:00,10.53,68.0,0.0,7.47
2014-12-29 16:00:00,9.65,70.9,0.0,8.35
2014-12-29 17:00:00,10.11,72.9,0.0,7.89
2014-12-29 18:00:00,7.38,65.0,0.0,10.62
2014-12-29 19:00:00,9.4,72.3,0.0,8.6
2014-12-29 20:00:00,4.29,69.5,0.0,13.71
2014-12-29 21:00:00,7.53,81.0,0.0,10.47
2014-12-29 22:00:00,-0.12,75.7,0.0,18.12
2014-12-29 23:00:00,2.48,71.8,0.0,15.52
2014-12-30 00:00:00,1.36,70.3,0.0,16.64
2014-12-30 01:00:00,-1.8,63.8,0.0,19.8
2014-12-30 02:00:00,-0.15,77.5,0.0,18.15
2014-12-30 03:00:00,1.2,79.0,0.0,16.8
2014-12-30 04:00:00,-4.91,77.8,0.0,22.91
2014-12-30 05:00:00,0.54,64.9,0.0,17.46
2014-12-30 06:00:00,-3.98,68.5,0.0,21.98
2014-12-30 07:00:00,-0.09,74.4,0.0,18.09
2014-12-30 08:00:00,5.9,78.4,0.0,12.1
2014-12-30 09:00:00,3.35,69.8,0.0,14.65
2014-12-30 10:00:00,3.7,73.1,0.0,14.3
2014-12-30 11:00:00,6.79,63.4,0.0,11.21
2014-12-30 12:00:00,12.01,67.3,0.0,5.99
2014-12-30 13:00:00,5.86,64.6,0.0,12.14
2014-12-30 14:00:00,7.81,70.0,0.0,10.19
2014-12-30 15:00:00,12.59,62.9,0.0,5.41
2014-12-30 16:00:00,13.05,71.9,0.0,4.95
2014-12-30 17:00:00,8.97,64.5,0.0,9.03
2014-12-30 18:00:00,6.05,62.2,0.0,11.95
2014-12-30 19:00:00,10.92,63.4,0.0,7.08
2014-12-30 20:00:00,8.69,66.2,0.0,9.31
2014-12-30 21:00:00,5.62,71.5,0.0,12.38
2014-12-30 22:00:00,1.51,68.8,0.0,16.49
2014-12-30 23:00:00,1.56,69.2,0.0,16.44
2014-12-31 00:00:00,0.17,77.1,0.0,17.83
2014-12-31 01:00:00,0.18,61.4,0.0,17.82
2014-12-31 02:00:00,1.64,73.1,0.0,16.36
2014-12-31 03:00:00,0.43,69.6,0.0,17.57
2014-12-31 04:00:00,-2.91,71.3,0.0,20.91
2014-12-31 05:00:00,2.06,75.3,0.0,15.94
2014-12-31 06:00:00,1.02,72.7,0.0,16.98
2014-12-31 07:00:00,2.83,71.3,0.0,15.17
2014-12-31 08:00:00,5.56,76.0,0.0,12.44
2014-12-31 09:00:00,2.34,69.9,0.0,15.66
2014-12-31 10:00:00,5.7,75.9,0.0,12.3
2014-12-31 11:00:00,6.14,70.4,0.0,11.86
2014-12-31 12:00:00,5.41,62.6,0.0,12.59
2014-12-31 13:00:00,9.73,73.4,0.0,8.27
2014-12-31 14:00:00,14.18,66.3,0.0,3.82
2014-12-31 15:00:00,6.53,72.5,0.0,11.47
2014-12-31 16:00:00,9.6,64.2,0.0,8.4
2014-12-31 17:00:00,10.26,66.8,0.0,7.74
2014-12-31 18:00:00,8.45,68.2,0.0,9.55
2014-12-31 19:00:00,6.89,66.9,0.0,11.11
2014-12-31 20:00:00,3.43,73.8,0.0,14.57
2014-12-31 21:00:00,4.76,77.7,0.0,13.24
2014-12-31 22:00:00,1.56,62.1,0.0,16.44
2014-12-31 23:00:00,-2.35,75.7,0.0,20.35
2015-01-01 00:00:00,2.55,69.9,0.0,15.45
2015-01-01 01:00:00,1.25,63.9,0.0,16.75
2015-01-01 02:00:00,-0.93,76.8,0.0,18.93
2015-01-01 03:00:00,-0.8,77.0,0.0,18.8
2015-01-01 04:00:00,0.91,77.5,0.0,17.09
2015-01-01 05:00:00,-0.07,75.8,0.0,18.07
2015-01-01 06:00:00,2.02,77.0,0.0,15.98
2015-01-01 07:00:00,1.0,70.1,0.0,17.0
2015-01-01 08:00:00,5.22,72.3,0.0,12.78
2015-01-01 09:00:00,4.86,72.8,0.0,13.14
2015-01-01 10:00:00,6.06,74.1,0.0,11.94
2015-01-01 11:00:00,4.75,67.7,0.0,13.25
2015-01-01 12:00:00,8.69,65.6,0.0,9.31
2015-01-01 13:00:00,7.55,65.5,0.0,10.45
2015-01-01 14:00:00,8.45,60.4,0.0,9.55
2015-01-01 15:00:00,8.32,68.1,0.0,9.68
2015-01-01 16:00:00,7.68,59.4,0.0,10.32
2015-01-01 17:00:00,12.87,67.3,0.0,5.13
2015-01-01 18:00:00,10.57,66.8,0.0,7.43
2015-01-01 19:00:00,10.49,61.3,0.0,7.51
2015-01-01 20:00:00,3.51,62.7,0.0,14.49
2015-01-01 21:00:00,4.41,66.6,0.0,13.59
2015-01-01 22:00:00,0.53,69.9,0.0,17.47
2015-01-01 23:00:00,0.28,78.4,0.0,17.72
2015-01-02 00:00:00,-1.3,73.1,0.0,19.3
2015-01-02 01:00:00,1.71,76.5,0.0,16.29
2015-01-02 02:00:00,-1.78,79.8,0.0,19.78
2015-01-02 03:00:00,0.66,79.2,0.0,17.34
2015-01-02 04:00:00,0.02,74.8,0.0,17.98
2015-01-02 05:00:00,3.63,71.5,0.0,14.37
2015-01-02 06:00:00,-2.31,75.5,0.0,20.31
2015-01-02 07:00:00,3.76,69.7,0.0,14.24
2015-01-02 08:00:00,4.88,78.5,0.0,13.12
2015-01-02 09:00:00,2.49,73.5,0.0,15.51
2015-01-02 10:00:00,7.48,69.6,0.0,10.52
2015-01-02 11:00:00,7.6,69.6,0.0,10.4
2015-01-02 12:00:00,7.72,67.2,0.0,10.28
2015-01-02 13:00:00,7.52,64.2,0.0,10.48
2015-01-02 14:00:00,8.26,67.2,0.0,9.74
2015-01-02 15:00:00,13.43,64.1,0.0,4.57
2015-01-02 16:00:00,9.56,73.0,0.0,8.44
2015-01-02 17:00:00,10.41,62.9,0.0,7.59
2015-01-02 18:00:00,6.71,68.5,0.0,11.29
2015-01-02 19:00:00,5.59,64.4,0.0,12.41
2015-01-02 20:00:00,7.61,65.5,0.0,10.39
2015-01-02 21:00:00,1.81,62.9,0.0,16.19
2015-01-02 22:00:00,2.07,72.9,0.0,15.93
2015-01-02 23:00:00,1.55,70.3,0.0,16.45
2015-01-03 00:00:00,0.51,77.8,0.0,17.49
2015-01-03 01:00:00,-0.88,75.9,0.0,18.88
2015-01-03 02:00:00,-0.4,75.4,0.0,18.4
2015-01-03 03:00:00,-0.05,69.3,0.0,18.05
2015-01-03 04:00:00,0.21,77.1,0.0,17.79
2015-01-03 05:00:00,-2.34,71.6,0.0,20.34
2015-01-03 06:00:00,-0.2,67.8,0.0,18.2
2015-01-03 07:00:00,3.6,74.2,0.0,14.4
2015-01-03 08:00:00,4.39,66.2,0.0,13.61
2015-01-03 09:00:00,1.73,61.6,0.0,16.27
2015-01-03 10:00:00,6.26,73.9,0.0,11.74
2015-01-03 11:00:00,3.39,65.3,0.0,14.61
2015-01-03 12:00:00,8.18,59.5,0.0,9.82
2015-01-03 13:00:00,12.38,61.9,0.0,5.62
2015-01-03 14:00:00,7.81,62.3,0.0,10.19
2015-01-03 15:00:00,8.2,69.6,0.0,9.8
2015-01-03 16:00:00,10.89,58.6,0.0,7.11
2015-01-03 17:00:00,6.19,60.4,0.0,11.81
2015-01-03 18:00:00,6.95,70.4,0.0,11.05
2015-01-03 19:00:00,8.03,65.7,0.0,9.97
2015-01-03 20:00:00,4.48,69.6,0.0,13.52
2015-01-03 21:00:00,3.78,68.0,0.0,14.22
2015-01-03 22:00:00,4.12,79.4,0.0,13.88
2015-01-03 23:00:00,2.21,67.3,0.0,15.79
2015-01-04 00:00:00,0.76,74.6,0.0,17.24
2015-01-04 01:00:00,-1.21,80.3,0.0,19.21
2015-01-04 02:00:00,-0.48,73.3,0.0,18.48
2015-01-04 03:00:00,-1.56,71.9,0.0,19.56
2015-01-04 04:00:00,-0.32,77.8,0.0,18.32
2015-01-04 05:00:00,-1.49,78.3,0.0,19.49
2015-01-04 06:00:00,-0.05,70.3,0.0,18.05
2015-01-04 07:00:00,-0.37,78.3,0.0,18.37
2015-01-04 08:00:00,2.68,71.5,0.0,15.32
2015-01-04 09:00:00,2.71,72.0,0.0,15.29
2015-01-04 10:00:00,3.58,74.7,0.0,14.42
2015-01-04 11:00:00,7.38,70.6,0.0,10.62
2015-01-04 12:00:00,8.44,66.5,0.0,9.56
2015-01-04 13:00:00,10.34,63.0,0.0,7.66
2015-01-04 14:00:00,8.7,76.1,0.0,9.3
2015-01-04 15:00:00,10.4,61.9,0.0,7.6
2015-01-04 16:00:00,10.47,66.5,0.0,7.53
2015-01-04 17:00:00,9.73,67.8,0.0,8.27
2015-01-04 18:00:00,6.57,68.7,0.0,11.43
2015-01-04 19:00:00,7.19,76.0,0.0,10.81
2015-01-04 20:00:00,6.25,68.9,0.0,11.75
2015-01-04 21:00:00,4.18,69.6,0.0,13.82
2015-01-04 22:00:00,-1.01,77.5,0.0,19.01
2015-01-04 23:00:00,1.71,71.9,0.0,16.29
2015-01-05 00:00:00,4.23,77.0,0.0,13.77
2015-01-05 01:00:00,-1.28,75.1,0.0,19.28
2015-01-05 02:00:00,-2.49,78.5,0.0,20.49
2015-01-05 03:00:00,-0.69,77.9,0.0,18.69
2015-01-05 04:00:00,-0.62,73.2,0.0,18.62
2015-01-05 05:00:00,1.52,66.9,0.0,16.48
2015-01-05 06:00:00,-2.02,66.8,0.0,20.02
2015-01-05 07:00:00,2.7,65.1,0.0,15.3
2015-01-05 08:00:00,3.77,70.9,0.0,14.23
2015-01-05 09:00:00,3.88,60.6,0.0,14.12
2015-01-05 10:00:00,6.17,68.1,0.0,11.83
2015-01-05 11:00:00,8.74,68.1,0.0,9.26
2015-01-05 12:00:00,9.59,69.9,0.0,8.41
2015-01-05 13:00:00,6.84,67.7,0.0,11.16
2015-01-05 14:00:00,10.92,68.8,0.0,7.08
2015-01-05 15:00:00,9.52,66.7,0.0,8.48
2015-01-05 16:00:00,9.58,63.9,0.0,8.42
2015-01-05 17:00:00,9.03,65.3,0.0,8.97
2015-01-05 18:00:00,7.75,63.1,0.0,10.25
2015-01-05 19:00:00,9.03,68.4,0.0,8.97
2015-01-05 20:00:00,5.41,62.4,0.0,12.59
2015-01-05 21:00:00,2.12,74.3,0.0,15.88
2015-01-05 22:00:00,2.0,67.5,0.0,16.0
2015-01-05 23:00:00,1.71,73.1,0.0,16.29
2015-01-06 00:00:00,2.43,74.8,0.0,15.57
2015-01-06 01:00:00,0.43,78.9,0.0,17.57
2015-01-06 02:00:00,-2.74,68.1,0.0,20.74
2015-01-06 03:00:00,3.08,73.6,0.0,14.92
2015-01-06 04:00:00,-0.73,77.0,0.0,18.73
2015-01-06 05:00:00,1.64,81.3,0.0,16.36
2015-01-06 06:00:00,-0.06,73.3,0.0,18.06
2015-01-06 07:00:00,2.31,70.1,0.0,15.69
2015-01-06 08:00:00,4.19,79.4,0.0,13.81
2015-01-06 09:00:00,6.3,73.2,0.0,11.7
2015-01-06 10:00:00,7.43,74.2,0.0,10.57
2015-01-06 11:00:00,8.42,62.7,0.0,9.58
2015-01-06 12:00:00,7.43,68.6,0.0,10.57
2015-01-06 13:00:00,7.84,61.4,0.0,10.16
2015-01-06 14:00:00,10.02,60.0,0.0,7.98
2015-01-06 15:00:00,11.28,67.4,0.0,6.72
2015-01-06 16:00:00,9.02,67.8,0.0,8.98
2015-01-06 17:00:00,10.79,63.8,0.0,7.21
2015-01-06 18:00:00,10.61,72.2,0.0,7.39
2015-01-06 19:00:00,5.21,66.0,0.0,12.79
2015-01-06 20:00:00,4.02,67.6,0.0,13.98
2015-01-06 21:00:00,3.85,69.9,0.0,14.15
2015-01-06 22:00:00,3.23,70.3,0.0,14.77
2015-01-06 23:00:00,0.41,77.6,0.0,17.59
2015-01-07 00:00:00,2.62,69.3,0.0,15.38
2015-01-07 01:00:00,0.08,71.3,0.0,17.92
2015-01-07 02:00:00,-1.16,70.0,0.0,19.16
2015-01-07 03:00:00,-4.01,82.5,0.0,22.01
2015-01-07 04:00:00,-3.6,73.5,0.0,21.6
2015-01-07 05:00:00,-0.18,71.2,0.0,18.18
2015-01-07 06:00:00,-3.65,72.4,0.0,21.65
2015-01-07 07:00:00,3.15,75.9,0.0,14.85
2015-01-07 08:00:00,2.37,73.9,0.0,15.63
2015-01-07 09:00:00,9.92,67.7,0.0,8.08
2015-01-07 10:00:00,9.66,67.1,0.0,8.34
2015-01-07 11:00:00,6.5,61.7,0.0,11.5
2015-01-07 12:00:00,7.78,67.1,0.0,10.22
2015-01-07 13:00:00,10.63,70.8,0.0,7.37
2015-01-07 14:00:00,12.46,62.9,0.0,5.54
2015-01-07 15:00:00,6.63,67.6,0.0,11.37
2015-01-07 16:00:00,6.18,62.9,0.0,11.82
2015-01-07 17:00:00,7.72,61.3,0.0,10.28
2015-01-07 18:00:00,9.02,69.2,0.0,8.98
2015-01-07 19:00:00,7.72,76.9,0.0,10.28
2015-01-07 20:00:00,7.43,70.9,0.0,10.57
2015-01-07 21:00:00,1.92,68.3,0.0,16.08
2015-01-07 22:00:00,-1.51,69.9,0.0,19.51
2015-01-07 23:00:00,2.87,80.1,0.0,15.13
2015-01-08 00:00:00,-1.32,74.7,0.0,19.32
2015-01-08 01:00:00,-4.34,71.2,0.0,22.34
2015-01-08 02:00:00,-0.99,74.5,0.0,18.99
2015-01-08 03:00:00,-0.01,75.8,0.0,18.01
2015-01-08 04:00:00,-1.47,76.7,0.0,19.47
2015-01-08 05:00:00,-1.53,80.3,0.0,19.53
2015-01-08 06:00:00,-0.12,78.6,0.0,18.12
2015-01-08 07:00:00,0.64,73.3,0.0,17.36
2015-01-08 08:00:00,0.21,71.1,0.0,17.79
2015-01-08 09:00:00,2.77,71.6,0.0,15.23
2015-01-08 10:00:00,6.42,66.3,0.0,11.58
2015-01-08 11:00:00,7.39,71.4,0.0,10.61
2015-01-08 12:00:00,8.25,65.7,0.0,9.75
2015-01-08 13:00:00,7.03,67.7,0.0,10.97
2015-01-08 14:00:00,9.04,72.1,0.0,8.96
2015-01-08 15:00:00,5.64,67.3,0.0,12.36
2015-01-08 16:00:00,9.69,66.1,0.0,8.31
2015-01-08 17:00:00,11.39,63.6,0.0,6.61
2015-01-08 18:00:00,5.29,66.2,0.0,12.71
2015-01-08 19:00:00,5.75,63.0,0.0,12.25
2015-01-08 20:00:00,6.07,70.9,0.0,11.93
2015-01-08 21:00:00,6.31,61.5,0.0,11.69
2015-01-08 22:00:00,1.83,75.2,0.0,16.17
2015-01-08 23:00:00,0.06,75.4,0.0,17.94
2015-01-09 00:00:00,-3.39,73.9,0.0,21.39
2015-01-09 01:00:00,-0.54,72.2,0.0,18.54
2015-01-09 02:00:00,2.4,74.7,0.0,15.6
2015-01-09 03:00:00,-0.96,67.9,0.0,18.96
2015-01-09 04:00:00,-1.31,78.1,0.0,19.31
2015-01-09 05:00:00,-0.14,73.6,0.0,18.14
2015-01-09 06:00:00,0.13,79.6,0.0,17.87
2015-01-09 07:00:00,-0.17,74.0,0.0,18.17
2015-01-09 08:00:00,4.1,72.2,0.0,13.9
2015-01-09 09:00:00,4.45,71.6,0.0,13.55
2015-01-09 10:00:00,5.49,64.8,0.0,12.51
2015-01-09 11:00:00,5.03,65.7,0.0,12.97
2015-01-09 12:00:00,10.27,67.0,0.0,7.73
2015-01-09 13:00:00,10.0,64.5,0.0,8.0
2015-01-09 14:00:00,8.36,62.9,0.0,9.64
2015-01-09 15:00:00,11.34,63.9,0.0,6.66
2015-01-09 16:00:00,8.46,65.4,0.0,9.54
2015-01-09 17:00:00,7.39,75.0,0.0,10.61
2015-01-09 18:00:00,6.56,65.2,0.0,11.44
2015-01-09 19:00:00,3.6,64.8,0.0,14.4
2015-01-09 20:00:00,6.31,68.1,0.0,11.69
2015-01-09 21:00:00,0.74,76.0,0.0,17.26
2015-01-09 22:00:00,0.4,77.6,0.0,17.6
2015-01-09 23:00:00,-2.45,80.3,0.0,20.45
2015-01-10 00:00:00,-0.02,73.7,0.0,18.02
2015-01-10 01:00:00,-1.01,76.9,0.0,19.01
2015-01-10 02:00:00,-1.88,70.6,0.0,19.88
2015-01-10 03:00:00,-3.35,73.5,0.0,21.35
2015-01-10 04:00:00,-3.4,70.3,0.0,21.4
